generation biomass,generation solar,generation fossil oil,generation nuclear,generation fossil gas,generation wind onshore
569.0,23.0,236.0,4970.0,5022.0,3335.0
570.0,15.0,232.0,4968.0,5217.0,3368.0
573.0,14.0,227.0,4966.0,5105.0,3438.0
571.0,14.0,234.0,4967.0,5235.0,3717.0
572.0,14.0,233.0,4967.0,4822.0,3619.0
574.0,14.0,234.0,4967.0,4856.0,3458.0
571.0,13.0,237.0,4968.0,4719.0,3639.0
570.0,17.0,243.0,4967.0,5130.0,4008.0
566.0,23.0,267.0,4966.0,5985.0,4652.0
567.0,33.0,323.0,4965.0,6243.0,4965.0
571.0,361.0,335.0,4967.0,6180.0,5056.0
574.0,947.0,328.0,4966.0,6096.0,4992.0
571.0,1561.0,313.0,4953.0,5979.0,4814.0
573.0,1867.0,309.0,4956.0,5965.0,4837.0
574.0,1803.0,339.0,4961.0,5610.0,4762.0
572.0,1706.0,339.0,4965.0,5364.0,4686.0
567.0,1503.0,332.0,4964.0,5319.0,4680.0
563.0,1145.0,366.0,4964.0,5236.0,4811.0
540.0,744.0,408.0,4964.0,5339.0,4832.0
557.0,262.0,411.0,4963.0,5422.0,4780.0
569.0,28.0,412.0,4963.0,5650.0,5306.0
567.0,20.0,410.0,4966.0,5562.0,5708.0
579.0,13.0,412.0,4967.0,5201.0,5552.0
575.0,13.0,413.0,4966.0,4707.0,5274.0
567.0,13.0,419.0,4966.0,5116.0,5200.0
564.0,13.0,390.0,4967.0,4420.0,5359.0
553.0,13.0,381.0,4967.0,4101.0,5776.0
549.0,13.0,370.0,4965.0,3769.0,6174.0
553.0,12.0,369.0,4967.0,3537.0,6724.0
555.0,12.0,365.0,4967.0,3485.0,7414.0
557.0,12.0,383.0,4964.0,3665.0,8535.0
560.0,12.0,385.0,4963.0,3829.0,9238.0
547.0,17.0,404.0,4962.0,4309.0,10244.0
569.0,19.0,408.0,4961.0,4691.0,10891.0
575.0,166.0,425.0,4963.0,4648.0,10846.0
573.0,550.0,425.0,4963.0,4730.0,10770.0
562.0,958.0,433.0,4963.0,4811.0,10738.0
528.0,1349.0,405.0,4964.0,4729.0,10625.0
510.0,1562.0,214.0,4964.0,4438.0,10711.0
511.0,1725.0,203.0,4967.0,4246.0,10815.0
512.0,1822.0,201.0,4968.0,4527.0,10790.0
518.0,1687.0,211.0,4971.0,4521.0,10716.0
512.0,1389.0,220.0,4984.0,4551.0,10639.0
508.0,572.0,243.0,5013.0,4352.0,10991.0
511.0,105.0,248.0,5015.0,4946.0,11245.0
515.0,39.0,253.0,5042.0,5513.0,11007.0
518.0,26.0,250.0,5069.0,5129.0,10783.0
516.0,26.0,246.0,5093.0,4461.0,10841.0
485.0,26.0,239.0,5122.0,4519.0,10550.0
473.0,26.0,223.0,5149.0,4299.0,10006.0
474.0,24.0,225.0,5181.0,4105.0,9753.0
471.0,17.0,261.0,5213.0,4240.0,9223.0
470.0,17.0,255.0,5242.0,4126.0,8727.0
471.0,17.0,258.0,5273.0,4038.0,8838.0
474.0,17.0,273.0,5301.0,4138.0,8794.0
477.0,19.0,274.0,5329.0,4224.0,8781.0
479.0,28.0,295.0,5356.0,4629.0,9145.0
479.0,44.0,312.0,5387.0,4913.0,9198.0
472.0,675.0,307.0,5417.0,4877.0,8802.0
476.0,1756.0,309.0,5447.0,4863.0,8417.0
472.0,2872.0,311.0,5476.0,4908.0,8310.0
468.0,3602.0,304.0,5487.0,4791.0,8241.0
466.0,4034.0,314.0,5516.0,4842.0,8007.0
468.0,4025.0,315.0,5545.0,4839.0,7785.0
444.0,3844.0,308.0,5571.0,4821.0,7726.0
442.0,3848.0,308.0,5596.0,4974.0,7596.0
450.0,3271.0,311.0,5625.0,5021.0,7426.0
468.0,1869.0,317.0,5659.0,5158.0,7359.0
472.0,653.0,320.0,5688.0,5455.0,7048.0
475.0,322.0,317.0,5718.0,5681.0,6901.0
481.0,168.0,320.0,5749.0,5575.0,7044.0
482.0,84.0,314.0,5778.0,5009.0,6899.0
474.0,52.0,317.0,5807.0,4508.0,6628.0
472.0,52.0,284.0,5839.0,4181.0,6402.0
463.0,43.0,274.0,5871.0,4040.0,6312.0
460.0,37.0,278.0,5901.0,4015.0,6410.0
461.0,37.0,278.0,5931.0,4037.0,6494.0
459.0,37.0,271.0,5959.0,4142.0,6555.0
463.0,36.0,282.0,5969.0,4037.0,6893.0
469.0,36.0,283.0,5966.0,4522.0,6963.0
473.0,43.0,303.0,5964.0,5355.0,6937.0
474.0,83.0,323.0,5966.0,4954.0,6853.0
473.0,999.0,331.0,5971.0,4974.0,6716.0
470.0,2357.0,338.0,5973.0,4511.0,6405.0
466.0,3985.0,336.0,5972.0,4965.0,6357.0
473.0,4697.0,347.0,5970.0,4993.0,6035.0
485.0,4891.0,389.0,5970.0,4949.0,5745.0
496.0,4867.0,438.0,5969.0,4725.0,5589.0
495.0,4789.0,428.0,5965.0,4775.0,5354.0
502.0,4509.0,427.0,5964.0,4824.0,5366.0
501.0,3908.0,433.0,5967.0,4795.0,5476.0
498.0,2465.0,440.0,5967.0,5475.0,5294.0
504.0,889.0,434.0,5969.0,6101.0,5016.0
520.0,537.0,436.0,5970.0,6561.0,5094.0
532.0,485.0,437.0,5971.0,6164.0,5011.0
536.0,370.0,437.0,5971.0,5526.0,4780.0
530.0,151.0,442.0,5972.0,5099.0,4523.0
529.0,75.0,398.0,5974.0,4771.0,4065.0
533.0,67.0,392.0,5973.0,4732.0,3635.0
508.0,65.0,369.0,5978.0,4445.0,3418.0
510.0,58.0,367.0,5994.0,4425.0,3350.0
532.0,57.0,366.0,5994.0,4300.0,3203.0
540.0,57.0,370.0,5993.0,4556.0,2995.0
551.0,58.0,374.0,5992.0,5097.0,2834.0
554.0,67.0,407.0,5979.0,5879.0,2624.0
562.0,77.0,429.0,5979.0,6237.0,2345.0
566.0,542.0,418.0,5979.0,5679.0,1855.0
556.0,1383.0,431.0,5981.0,5692.0,1311.0
527.0,1969.0,438.0,5980.0,5943.0,819.0
500.0,2401.0,442.0,5989.0,6033.0,672.0
503.0,2651.0,425.0,5988.0,6073.0,599.0
528.0,2632.0,436.0,5986.0,5794.0,801.0
552.0,2604.0,432.0,5985.0,5760.0,989.0
557.0,2038.0,430.0,5984.0,5780.0,1062.0
546.0,1231.0,428.0,5982.0,5755.0,1023.0
551.0,352.0,435.0,5986.0,5879.0,1302.0
558.0,89.0,432.0,5992.0,6100.0,1854.0
556.0,85.0,418.0,5994.0,6032.0,2472.0
561.0,39.0,431.0,5994.0,5790.0,2954.0
553.0,37.0,436.0,5996.0,5149.0,3518.0
543.0,37.0,435.0,5997.0,4938.0,4221.0
532.0,36.0,379.0,5994.0,4618.0,4749.0
532.0,37.0,372.0,5991.0,4260.0,5027.0
525.0,37.0,362.0,5990.0,4199.0,5019.0
526.0,37.0,358.0,5987.0,4207.0,4813.0
530.0,37.0,358.0,5988.0,4269.0,4361.0
535.0,37.0,347.0,5987.0,4178.0,3645.0
533.0,37.0,336.0,5987.0,4228.0,3112.0
538.0,41.0,328.0,5988.0,4718.0,2568.0
536.0,43.0,334.0,5989.0,4930.0,2106.0
539.0,164.0,335.0,5991.0,5304.0,1987.0
536.0,557.0,336.0,5992.0,4549.0,1905.0
532.0,957.0,328.0,5993.0,4455.0,1537.0
536.0,1235.0,316.0,5991.0,4492.0,1190.0
529.0,1333.0,324.0,5991.0,4567.0,976.0
530.0,1304.0,317.0,5991.0,4542.0,962.0
525.0,1150.0,311.0,5990.0,4421.0,819.0
529.0,877.0,318.0,5990.0,4363.0,759.0
537.0,477.0,317.0,5994.0,4405.0,793.0
536.0,159.0,318.0,5993.0,4419.0,1077.0
528.0,51.0,320.0,5993.0,4631.0,1452.0
527.0,43.0,320.0,5992.0,4647.0,2059.0
531.0,28.0,321.0,5993.0,4602.0,2617.0
531.0,27.0,320.0,5990.0,4649.0,2837.0
527.0,27.0,320.0,5984.0,4801.0,3113.0
528.0,27.0,318.0,5986.0,4719.0,3213.0
528.0,27.0,317.0,5982.0,4261.0,3450.0
534.0,28.0,317.0,5980.0,4169.0,3726.0
532.0,28.0,316.0,5981.0,4254.0,3927.0
529.0,28.0,317.0,5981.0,4200.0,4082.0
517.0,27.0,317.0,5982.0,4077.0,4322.0
517.0,27.0,316.0,5982.0,3915.0,4274.0
517.0,27.0,319.0,5983.0,4087.0,3969.0
516.0,34.0,318.0,5983.0,3900.0,3897.0
509.0,308.0,320.0,5984.0,4241.0,3463.0
515.0,880.0,320.0,5986.0,4482.0,3180.0
513.0,1511.0,321.0,5984.0,4167.0,2954.0
505.0,1888.0,316.0,5977.0,4193.0,2721.0
516.0,2200.0,313.0,5975.0,4042.0,2717.0
521.0,2323.0,313.0,5968.0,4031.0,2650.0
519.0,2144.0,312.0,5965.0,3994.0,2685.0
517.0,1788.0,311.0,5964.0,4146.0,2817.0
515.0,1537.0,311.0,5964.0,4181.0,2972.0
511.0,941.0,312.0,5964.0,4411.0,3144.0
517.0,291.0,311.0,5969.0,4805.0,3345.0
519.0,89.0,312.0,5977.0,4748.0,3580.0
516.0,52.0,302.0,5977.0,4760.0,4054.0
517.0,40.0,300.0,5976.0,4692.0,4403.0
518.0,40.0,312.0,5977.0,4536.0,4546.0
509.0,40.0,310.0,5977.0,4302.0,4801.0
509.0,39.0,308.0,5972.0,4456.0,4884.0
512.0,38.0,308.0,5966.0,4319.0,4826.0
514.0,38.0,308.0,5964.0,4400.0,4750.0
507.0,38.0,306.0,5965.0,4565.0,4537.0
507.0,38.0,305.0,5964.0,4534.0,4254.0
514.0,38.0,313.0,5965.0,4508.0,4392.0
525.0,37.0,318.0,5970.0,5079.0,4532.0
526.0,35.0,344.0,5964.0,6113.0,4583.0
539.0,147.0,394.0,5967.0,6068.0,4569.0
541.0,493.0,392.0,5970.0,5886.0,4570.0
540.0,913.0,393.0,5971.0,5539.0,4702.0
527.0,1150.0,395.0,5969.0,5338.0,5121.0
537.0,1232.0,396.0,5968.0,5262.0,5755.0
532.0,1260.0,397.0,5966.0,5028.0,6397.0
528.0,1120.0,404.0,5964.0,5179.0,6238.0
532.0,1063.0,396.0,5962.0,5450.0,5983.0
525.0,991.0,409.0,5958.0,5347.0,5780.0
529.0,719.0,405.0,5956.0,5450.0,5779.0
527.0,132.0,419.0,5941.0,6680.0,5501.0
531.0,32.0,421.0,5934.0,6706.0,5078.0
540.0,27.0,420.0,5963.0,6315.0,5189.0
534.0,22.0,419.0,5964.0,6028.0,5659.0
534.0,22.0,419.0,5959.0,5879.0,5991.0
522.0,23.0,419.0,5950.0,4694.0,6472.0
516.0,23.0,369.0,5950.0,4459.0,6612.0
514.0,23.0,346.0,5953.0,3916.0,6948.0
507.0,23.0,346.0,5953.0,3889.0,7146.0
500.0,23.0,344.0,5954.0,3820.0,7377.0
495.0,23.0,336.0,5953.0,4077.0,7314.0
503.0,23.0,331.0,5954.0,4035.0,7153.0
516.0,22.0,340.0,5954.0,4286.0,7435.0
524.0,33.0,368.0,5953.0,4994.0,7314.0
532.0,340.0,393.0,5959.0,5138.0,7370.0
526.0,1101.0,401.0,5965.0,4730.0,7143.0
529.0,1898.0,402.0,5964.0,4788.0,6810.0
535.0,2173.0,402.0,5962.0,4765.0,7179.0
523.0,2227.0,272.0,5963.0,4525.0,7263.0
513.0,2093.0,227.0,5961.0,4422.0,7023.0
513.0,1922.0,239.0,5940.0,4481.0,7016.0
511.0,1673.0,298.0,5938.0,4414.0,6898.0
510.0,1459.0,297.0,5940.0,4601.0,7242.0
513.0,818.0,295.0,5934.0,4976.0,7703.0
519.0,188.0,305.0,5943.0,5207.0,8465.0
524.0,38.0,309.0,5956.0,5322.0,8615.0
525.0,33.0,303.0,5961.0,5030.0,8634.0
530.0,20.0,310.0,5960.0,4855.0,8482.0
524.0,20.0,312.0,5953.0,4536.0,8815.0
502.0,22.0,303.0,5952.0,4157.0,9260.0
497.0,21.0,233.0,5954.0,3806.0,9864.0
485.0,21.0,221.0,5956.0,3909.0,10021.0
477.0,21.0,221.0,5951.0,3996.0,10132.0
480.0,27.0,217.0,5950.0,3873.0,10163.0
479.0,22.0,220.0,5955.0,3841.0,9978.0
471.0,21.0,222.0,5957.0,3844.0,9628.0
478.0,21.0,221.0,5956.0,3762.0,9953.0
506.0,37.0,271.0,5956.0,4097.0,10113.0
512.0,419.0,299.0,5956.0,4288.0,10078.0
508.0,1114.0,298.0,5957.0,4221.0,10325.0
509.0,1674.0,300.0,5959.0,4182.0,10471.0
515.0,2141.0,311.0,5960.0,3891.0,11166.0
512.0,2244.0,311.0,5960.0,3962.0,11042.0
520.0,2270.0,311.0,5961.0,3961.0,11455.0
515.0,2098.0,305.0,5958.0,3488.0,11696.0
513.0,1840.0,292.0,5947.0,3581.0,11645.0
513.0,1395.0,302.0,5946.0,3960.0,10829.0
511.0,573.0,307.0,5946.0,4614.0,9654.0
513.0,118.0,299.0,5949.0,5471.0,9001.0
503.0,84.0,308.0,5953.0,5613.0,8617.0
501.0,61.0,303.0,5958.0,5425.0,8573.0
503.0,36.0,303.0,5960.0,5139.0,8331.0
496.0,35.0,306.0,5962.0,4484.0,8462.0
487.0,34.0,293.0,5965.0,4017.0,8485.0
478.0,26.0,261.0,5965.0,4032.0,8536.0
479.0,25.0,256.0,5964.0,3937.0,8558.0
470.0,25.0,250.0,5961.0,3893.0,8476.0
463.0,25.0,249.0,5961.0,3906.0,8250.0
458.0,25.0,249.0,5961.0,3834.0,7864.0
469.0,31.0,253.0,5962.0,4220.0,7398.0
482.0,37.0,248.0,5960.0,4316.0,6913.0
480.0,56.0,276.0,5959.0,4803.0,6332.0
477.0,574.0,294.0,5959.0,4934.0,5857.0
475.0,1594.0,303.0,5956.0,5013.0,5138.0
478.0,2536.0,310.0,5956.0,4964.0,4974.0
474.0,3243.0,306.0,5955.0,4988.0,4860.0
495.0,3603.0,309.0,5954.0,5154.0,4884.0
487.0,3612.0,310.0,5948.0,5535.0,4866.0
485.0,3517.0,304.0,5942.0,5457.0,4710.0
483.0,3461.0,304.0,5936.0,5350.0,4737.0
478.0,3005.0,296.0,5938.0,5677.0,4807.0
472.0,1659.0,306.0,5950.0,6462.0,4824.0
496.0,566.0,307.0,5953.0,7842.0,4889.0
497.0,317.0,303.0,5953.0,8028.0,5018.0
500.0,212.0,308.0,5953.0,7346.0,5100.0
503.0,73.0,308.0,5953.0,6914.0,4837.0
504.0,64.0,309.0,5945.0,6027.0,4588.0
506.0,63.0,291.0,5941.0,5032.0,4436.0
513.0,64.0,260.0,5938.0,4343.0,4528.0
514.0,60.0,278.0,5942.0,3978.0,4593.0
512.0,60.0,283.0,5946.0,4147.0,4637.0
514.0,60.0,282.0,5946.0,3913.0,4849.0
518.0,60.0,281.0,5948.0,3836.0,5213.0
534.0,60.0,284.0,5947.0,3951.0,5788.0
515.0,58.0,286.0,5948.0,4172.0,6365.0
521.0,77.0,314.0,5950.0,4751.0,6667.0
510.0,743.0,321.0,5948.0,4174.0,6752.0
507.0,2020.0,309.0,5949.0,3971.0,6438.0
504.0,3548.0,315.0,5946.0,3842.0,6488.0
493.0,4239.0,330.0,5912.0,3716.0,6712.0
542.0,4327.0,331.0,5823.0,3951.0,7062.0
566.0,4186.0,338.0,5745.0,3941.0,7006.0
568.0,3769.0,336.0,5708.0,4067.0,6755.0
564.0,3271.0,334.0,5627.0,4305.0,6829.0
574.0,2501.0,333.0,5535.0,4350.0,6919.0
578.0,1148.0,339.0,5445.0,4896.0,6952.0
580.0,386.0,342.0,5356.0,4865.0,7180.0
585.0,233.0,344.0,5266.0,4944.0,7691.0
581.0,155.0,344.0,5206.0,4714.0,8307.0
576.0,85.0,342.0,5173.0,4464.0,8503.0
580.0,70.0,342.0,5157.0,4247.0,8659.0
565.0,66.0,334.0,5124.0,3991.0,8931.0
500.0,61.0,272.0,5040.0,3985.0,9018.0
522.0,59.0,259.0,5041.0,3836.0,8696.0
474.0,60.0,253.0,5039.0,3721.0,8518.0
473.0,51.0,252.0,5040.0,3751.0,8305.0
511.0,44.0,239.0,5041.0,3755.0,7906.0
527.0,45.0,233.0,5042.0,3715.0,7761.0
540.0,43.0,232.0,5039.0,3924.0,7071.0
550.0,54.0,233.0,5040.0,3812.0,6557.0
555.0,453.0,240.0,5039.0,3926.0,6533.0
557.0,1146.0,241.0,5039.0,3855.0,6550.0
561.0,1833.0,242.0,5040.0,3716.0,6767.0
557.0,2224.0,243.0,5041.0,3727.0,6548.0
565.0,2338.0,244.0,5041.0,4021.0,6057.0
563.0,2306.0,242.0,5041.0,4057.0,5422.0
566.0,2011.0,237.0,5039.0,4098.0,4920.0
561.0,1633.0,222.0,5040.0,4071.0,4524.0
553.0,1058.0,223.0,5038.0,4155.0,4500.0
558.0,339.0,223.0,5039.0,4526.0,3983.0
532.0,95.0,223.0,5038.0,4950.0,3612.0
521.0,45.0,225.0,5039.0,4976.0,3665.0
518.0,42.0,224.0,5040.0,5079.0,3571.0
525.0,27.0,225.0,5039.0,5115.0,3660.0
525.0,27.0,226.0,5039.0,4825.0,3781.0
522.0,26.0,214.0,5041.0,4578.0,3865.0
525.0,56.0,277.0,7104.0,5689.0,5638.0
527.0,56.0,273.0,7088.0,4808.0,5609.0
518.0,56.0,274.0,7054.0,4265.0,6008.0
511.0,56.0,279.0,7035.0,4290.0,6537.0
513.0,56.0,279.0,7039.0,4240.0,7079.0
510.0,56.0,268.0,7050.0,4177.0,7560.0
513.0,56.0,280.0,7059.0,4312.0,7602.0
502.0,61.0,277.0,7068.0,4416.0,7891.0
509.0,75.0,276.0,7078.0,4332.0,8123.0
512.0,548.0,277.0,7088.0,4528.0,8033.0
512.0,1442.0,277.0,7098.0,4381.0,7744.0
513.0,2286.0,276.0,7104.0,4013.0,7326.0
510.0,2931.0,276.0,7104.0,3823.0,6917.0
511.0,3115.0,276.0,7104.0,3935.0,6613.0
506.0,3164.0,275.0,7103.0,4100.0,6145.0
515.0,3101.0,273.0,7100.0,3882.0,5623.0
515.0,2599.0,267.0,7099.0,3991.0,5313.0
520.0,1367.0,269.0,7098.0,4555.0,4949.0
532.0,388.0,274.0,7099.0,5451.0,4851.0
535.0,87.0,276.0,7100.0,5973.0,4656.0
545.0,79.0,276.0,7100.0,6092.0,4461.0
545.0,51.0,276.0,7102.0,6063.0,4059.0
538.0,51.0,275.0,7103.0,6028.0,3687.0
540.0,50.0,251.0,7105.0,5490.0,3739.0
453.0,71.0,337.0,7115.0,5305.0,3949.0
451.0,71.0,324.0,7111.0,4955.0,3978.0
452.0,71.0,322.0,7112.0,4929.0,3943.0
453.0,71.0,322.0,7113.0,4634.0,3731.0
455.0,73.0,322.0,7111.0,4751.0,3441.0
452.0,79.0,328.0,7111.0,5086.0,3220.0
457.0,71.0,333.0,7101.0,6180.0,2892.0
463.0,76.0,349.0,7101.0,6935.0,2789.0
470.0,115.0,364.0,7111.0,7708.0,2738.0
463.0,525.0,375.0,7109.0,7777.0,2702.0
464.0,1154.0,379.0,7107.0,7599.0,2671.0
468.0,1752.0,385.0,7107.0,7187.0,2701.0
466.0,2159.0,386.0,7107.0,6951.0,2736.0
467.0,2292.0,388.0,7104.0,7391.0,2492.0
467.0,2186.0,397.0,7107.0,7226.0,2329.0
461.0,1964.0,397.0,7108.0,7257.0,2124.0
460.0,1450.0,395.0,7110.0,7733.0,2133.0
460.0,734.0,396.0,7109.0,8896.0,1987.0
459.0,259.0,397.0,7107.0,10118.0,2023.0
452.0,185.0,400.0,7109.0,10131.0,2391.0
453.0,183.0,401.0,7107.0,10249.0,2470.0
457.0,179.0,401.0,7108.0,10119.0,2359.0
456.0,179.0,397.0,7108.0,8358.0,2236.0
453.0,118.0,398.0,7112.0,6535.0,2120.0
493.0,634.0,291.0,7004.0,4700.0,1341.0
493.0,602.0,276.0,7034.0,4309.0,1491.0
489.0,409.0,273.0,7066.0,4221.0,1635.0
492.0,224.0,274.0,7078.0,4038.0,1877.0
498.0,109.0,271.0,7080.0,4040.0,1926.0
493.0,86.0,274.0,7081.0,4133.0,1991.0
493.0,85.0,276.0,7080.0,4471.0,1888.0
492.0,111.0,301.0,7077.0,5130.0,2182.0
492.0,947.0,319.0,7075.0,5057.0,2159.0
490.0,2689.0,324.0,7077.0,5109.0,1665.0
492.0,4536.0,323.0,7076.0,4606.0,1334.0
490.0,5196.0,317.0,7074.0,4494.0,1348.0
528.0,5433.0,321.0,7066.0,4438.0,1432.0
531.0,5482.0,322.0,7063.0,4371.0,1634.0
532.0,5408.0,322.0,7070.0,4035.0,1915.0
536.0,5158.0,320.0,7072.0,3967.0,2197.0
540.0,4709.0,323.0,7070.0,4020.0,2413.0
551.0,3913.0,326.0,7072.0,4400.0,2514.0
549.0,2242.0,330.0,7073.0,5165.0,2403.0
553.0,904.0,331.0,7074.0,6361.0,2586.0
555.0,642.0,330.0,7088.0,6385.0,2642.0
558.0,625.0,339.0,7094.0,6189.0,2536.0
550.0,629.0,340.0,7093.0,5186.0,2480.0
545.0,630.0,322.0,7096.0,4381.0,2448.0
393.0,97.0,333.0,6700.0,5141.0,1313.0
386.0,47.0,328.0,6700.0,4978.0,1082.0
387.0,39.0,330.0,6697.0,4707.0,1078.0
381.0,37.0,326.0,6700.0,4909.0,1052.0
381.0,33.0,331.0,6699.0,4537.0,1198.0
378.0,32.0,326.0,6698.0,4384.0,1223.0
371.0,33.0,324.0,6698.0,4474.0,1276.0
372.0,37.0,319.0,6699.0,4875.0,1106.0
380.0,219.0,329.0,6698.0,4753.0,1056.0
390.0,797.0,330.0,6697.0,4739.0,1085.0
388.0,1541.0,331.0,6699.0,4717.0,864.0
365.0,2285.0,331.0,6698.0,4772.0,829.0
370.0,2662.0,330.0,6698.0,4874.0,835.0
381.0,2847.0,337.0,6698.0,4901.0,967.0
395.0,2899.0,329.0,6696.0,4813.0,1353.0
393.0,2804.0,323.0,6691.0,4573.0,1732.0
392.0,2548.0,323.0,6695.0,4242.0,2156.0
392.0,2110.0,323.0,6690.0,4052.0,2638.0
392.0,1609.0,323.0,6700.0,4097.0,3094.0
408.0,1106.0,325.0,6726.0,4162.0,3020.0
409.0,563.0,325.0,6755.0,4573.0,2842.0
407.0,318.0,320.0,6786.0,5074.0,3088.0
399.0,289.0,302.0,6816.0,5188.0,3300.0
403.0,240.0,294.0,6843.0,5163.0,3420.0
412.0,627.0,277.0,5038.0,4805.0,4605.0
401.0,593.0,267.0,5039.0,4673.0,4471.0
388.0,585.0,262.0,5042.0,4731.0,4127.0
387.0,568.0,263.0,5043.0,4656.0,3729.0
408.0,473.0,261.0,5046.0,4429.0,3374.0
416.0,361.0,259.0,5047.0,4574.0,3190.0
432.0,185.0,278.0,5046.0,4978.0,2792.0
437.0,183.0,314.0,5045.0,5003.0,2501.0
443.0,851.0,368.0,5047.0,5097.0,2174.0
444.0,2603.0,390.0,5043.0,4689.0,1838.0
436.0,4253.0,392.0,5039.0,4598.0,1955.0
442.0,4869.0,393.0,5034.0,4540.0,2261.0
444.0,5170.0,389.0,5034.0,4493.0,2701.0
457.0,5319.0,383.0,5033.0,4495.0,2958.0
455.0,5295.0,379.0,5028.0,4625.0,3151.0
457.0,5205.0,379.0,5031.0,4534.0,3506.0
440.0,4967.0,380.0,5031.0,4529.0,3662.0
452.0,4539.0,373.0,5030.0,4648.0,3858.0
451.0,3970.0,381.0,5031.0,4489.0,3859.0
441.0,3046.0,383.0,5033.0,4373.0,3838.0
453.0,1607.0,390.0,5035.0,4955.0,3911.0
461.0,758.0,391.0,5042.0,5192.0,4355.0
443.0,604.0,394.0,5048.0,5099.0,4644.0
428.0,598.0,391.0,5056.0,4780.0,4790.0
475.0,241.0,326.0,5017.0,5006.0,4374.0
479.0,219.0,322.0,5005.0,4871.0,4352.0
472.0,200.0,322.0,4998.0,4578.0,4593.0
470.0,170.0,314.0,4997.0,4499.0,4732.0
475.0,122.0,315.0,4998.0,4621.0,4159.0
474.0,106.0,312.0,4994.0,4734.0,3849.0
465.0,106.0,316.0,4989.0,4694.0,3483.0
446.0,168.0,326.0,4989.0,5790.0,3023.0
459.0,351.0,337.0,4989.0,6588.0,2621.0
459.0,653.0,325.0,4987.0,6594.0,2647.0
456.0,950.0,329.0,4982.0,6694.0,2681.0
454.0,1251.0,321.0,4978.0,6617.0,2782.0
443.0,1589.0,327.0,4977.0,6638.0,2822.0
440.0,1857.0,327.0,4977.0,6519.0,3174.0
449.0,1803.0,326.0,4979.0,6184.0,3859.0
450.0,1960.0,340.0,4993.0,5663.0,4279.0
454.0,2032.0,341.0,5013.0,5596.0,4794.0
456.0,2220.0,348.0,5024.0,5627.0,4311.0
458.0,1967.0,350.0,5025.0,5736.0,3713.0
465.0,1408.0,349.0,5026.0,5666.0,3390.0
466.0,664.0,342.0,5026.0,5898.0,3111.0
474.0,301.0,344.0,5024.0,6214.0,2817.0
469.0,165.0,346.0,5026.0,6243.0,2831.0
464.0,96.0,349.0,5026.0,5414.0,2779.0
508.0,759.0,393.0,5917.0,5844.0,6224.0
508.0,750.0,341.0,5923.0,5002.0,6012.0
511.0,748.0,344.0,5970.0,4386.0,5758.0
506.0,671.0,343.0,5979.0,4484.0,5578.0
501.0,653.0,344.0,5990.0,4285.0,5280.0
508.0,591.0,333.0,6007.0,4296.0,5053.0
505.0,464.0,320.0,6011.0,4202.0,5071.0
504.0,506.0,321.0,6018.0,4245.0,4840.0
503.0,1158.0,318.0,6027.0,4598.0,4249.0
502.0,3080.0,317.0,6027.0,4757.0,3692.0
497.0,4362.0,319.0,6001.0,4986.0,3201.0
493.0,4864.0,317.0,5989.0,5138.0,2513.0
488.0,5146.0,315.0,5989.0,5403.0,1986.0
498.0,5271.0,323.0,5981.0,5535.0,1809.0
504.0,5300.0,314.0,5974.0,5665.0,1900.0
498.0,5231.0,313.0,5966.0,5525.0,2112.0
505.0,5053.0,320.0,5962.0,5519.0,2394.0
512.0,4732.0,321.0,5984.0,5659.0,2795.0
514.0,4244.0,321.0,6016.0,5570.0,3339.0
521.0,3519.0,319.0,6043.0,5637.0,3959.0
515.0,2385.0,313.0,6045.0,5613.0,4733.0
500.0,1241.0,314.0,6049.0,5809.0,4980.0
512.0,883.0,311.0,6053.0,6028.0,5052.0
527.0,829.0,301.0,6062.0,5735.0,5066.0
531.0,174.0,364.0,6702.0,6527.0,2432.0
530.0,84.0,358.0,6702.0,6001.0,2793.0
531.0,45.0,352.0,6703.0,5252.0,2890.0
533.0,21.0,343.0,6703.0,4804.0,2964.0
535.0,21.0,335.0,6704.0,4670.0,2916.0
530.0,19.0,336.0,6705.0,4746.0,2982.0
530.0,19.0,332.0,6705.0,5088.0,2936.0
530.0,62.0,343.0,6705.0,5085.0,2895.0
538.0,499.0,378.0,6707.0,6164.0,2778.0
527.0,1388.0,380.0,6707.0,6702.0,2187.0
511.0,2610.0,382.0,6700.0,6838.0,1815.0
492.0,3476.0,385.0,6696.0,6907.0,1687.0
493.0,3774.0,385.0,6692.0,6868.0,1945.0
508.0,3940.0,390.0,6670.0,7110.0,2361.0
538.0,4086.0,211.0,6663.0,6890.0,2861.0
545.0,4086.0,234.0,6638.0,6706.0,3437.0
543.0,3851.0,293.0,6610.0,6480.0,3944.0
541.0,3451.0,295.0,6597.0,5975.0,4503.0
535.0,2991.0,294.0,6583.0,6097.0,4653.0
547.0,2209.0,285.0,6572.0,6276.0,4416.0
545.0,1089.0,295.0,6572.0,6698.0,3880.0
551.0,474.0,293.0,6573.0,7235.0,3854.0
553.0,337.0,302.0,6576.0,7160.0,3645.0
554.0,327.0,311.0,6578.0,6811.0,3333.0
547.0,406.0,298.0,6900.0,4932.0,1547.0
543.0,311.0,293.0,6897.0,4597.0,1303.0
549.0,248.0,290.0,6894.0,4305.0,1184.0
550.0,175.0,290.0,6890.0,4284.0,1053.0
